% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.237923688e+00 +9.247923688e+00 +9.247923688e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +5.099644354e+00 +5.109644354e+00 +5.109644354e+00 -1.5540e+00 +5.1954e-01 +1.2102e+00 -3.2074e+00 +2.7373e+00 -8.0531e-01 -1.3278e+00 -1.4578e+00 +5.4742e-02 +1.5550e+00
327 0 +4.579422083e+00 +4.589422083e+00 +4.589422083e+00 +9.8014e-01 +9.5691e-01 +5.4721e-01 -9.9425e-01 +9.2203e-01 +3.1460e+00 +7.5582e-02 -1.3802e+00 +2.4322e+00 +3.4152e+00
415 0 +4.272511745e+00 +4.282511745e+00 +4.282511745e+00 +2.9626e+00 +1.8994e+00 -4.1961e+00 +5.3702e-01 -6.3870e-01 +2.9714e+00 +4.1041e+00 -7.2809e-01 +3.9943e+00 +2.8969e+00
538 0 +3.952147990e+00 +3.962147990e+00 +3.962147990e+00 +5.5616e+00 +1.2115e+00 -3.9067e+00 +1.0672e-01 +1.7932e+00 +5.2935e+00 +6.0686e-01 -1.8550e+00 +2.5932e+00 -2.4741e+00
673 0 +2.756151208e+00 +2.766151208e+00 +2.766151208e+00 +5.2162e+00 -8.4094e-01 -3.7847e+00 +5.0724e+00 +3.4172e+00 +4.4575e+00 +1.5626e-01 -3.2272e+00 -1.3050e+00 -4.8456e+00
925 0 +2.059020559e+00 +2.069020559e+00 +2.069020559e+00 +3.5424e+00 -4.3367e-01 -2.7230e+00 +5.1065e+00 +5.2145e+00 +4.9873e+00 -2.1173e-01 -4.4102e+00 -1.8007e+00 -4.9062e+00
1322 0 +1.995439233e+00 +2.005439233e+00 +2.005439233e+00 +4.2490e+00 -1.7140e-01 -4.4683e+00 +4.1122e+00 +3.2005e+00 +4.3260e+00 +2.1283e+00 -3.6049e+00 -1.1030e+00 -3.3893e+00
22639 0 +1.921442666e+00 +1.931442666e+00 +1.931442666e+00 +1.9717e+00 +4.1192e+00 -2.0660e+00 -1.6126e-01 +1.8046e+00 -1.2221e+00 -1.6861e+00 -3.1946e+00 -1.8311e+00 +1.6009e+00
31543 0 +1.724085830e+00 +1.734085830e+00 +1.734085830e+00 +1.6737e+00 +1.4895e+00 -3.5558e+00 +4.0351e+00 -3.5942e+00 -1.5982e-01 -1.6737e+00 -4.2390e+00 -1.5750e+00 +9.2485e-01
51990 0 +1.472515000e+00 +1.482515000e+00 +1.482515000e+00 -1.8138e+00 -4.6534e-01 -8.9213e-01 -6.7478e-01 +2.8119e+00 +1.0221e+00 +1.5840e+00 -2.2982e+00 +1.9325e+00 -8.8359e-01
57836 0 +1.445155261e+00 +1.455155261e+00 +1.455155261e+00 -4.4886e-01 -1.6918e+00 -3.1046e+00 +2.1432e-01 +5.4718e-01 +4.1610e-01 +2.4173e+00 -1.6564e+00 +5.5179e-01 -1.8701e+00
68774 0 +1.109172958e+00 +1.119172958e+00 +1.119172958e+00 -7.9036e-01 -2.3158e+00 -1.8446e+00 -6.9098e-01 +1.8838e+00 +1.2320e+00 +1.9906e+00 -1.5863e+00 +1.1304e+00 -1.6850e+00
72048 0 +9.308438057e-01 +9.408438057e-01 +9.408438057e-01 -7.5855e-01 -2.1218e+00 -2.1282e+00 -3.9116e-01 +1.4656e+00 +8.6037e-01 +2.2610e+00 -1.6178e+00 +1.2121e+00 -2.0435e+00
72306 0 +8.681413787e-01 +8.781413787e-01 +8.781413787e-01 -7.5950e-01 -2.1228e+00 -2.1290e+00 -3.8842e-01 +1.4668e+00 +8.6519e-01 +2.2613e+00 -1.6204e+00 +1.2139e+00 -2.0474e+00
72468 0 +8.450045123e-01 +8.550045123e-01 +8.550045123e-01 -7.5724e-01 -2.1254e+00 -2.1133e+00 -4.0571e-01 +1.4810e+00 +8.5989e-01 +2.2573e+00 -1.6214e+00 +1.2099e+00 -2.0199e+00
