% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.503737427e-01 +7.194037374e+01 +7.194037374e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
57848 0 +2.481907408e-01 +7.193819074e+01 +7.193819074e+01 +1.2756e+00 -1.1123e+00 -1.8244e-02 +2.8091e-01 -4.2048e-01 -1.1907e+00 +1.2635e+00 +1.3230e+00 -2.1629e-01 +2.9024e-01 +1.3115e+00 +3.9756e-01 +1.3657e+00 -3.0809e-01 -1.1431e+00 -1.4507e+00 -6.1536e-01 -2.6349e-01 +4.1833e-01 +1.2845e-01
57948 0 +2.451169735e-01 +7.193511697e+01 +7.193511697e+01 +1.2774e+00 -1.1124e+00 -1.8835e-02 +2.8142e-01 -4.2149e-01 -1.1933e+00 +1.2632e+00 +1.3210e+00 -2.1653e-01 +2.9038e-01 +1.3091e+00 +3.9701e-01 +1.3663e+00 -3.0962e-01 -1.1445e+00 -1.4503e+00 -6.1562e-01 -2.6388e-01 +4.1772e-01 +1.2617e-01
58159 0 +2.397107491e-01 +7.192971075e+01 +7.192971075e+01 +1.2825e+00 -1.1142e+00 -2.2534e-02 +2.7964e-01 -4.1673e-01 -1.2017e+00 +1.2636e+00 +1.3136e+00 -2.1994e-01 +2.8991e-01 +1.3003e+00 +3.9481e-01 +1.3697e+00 -3.1499e-01 -1.1483e+00 -1.4525e+00 -6.1568e-01 -2.6349e-01 +4.1228e-01 +1.2251e-01
58463 0 +2.343431349e-01 +7.192434313e+01 +7.192434313e+01 +1.2832e+00 -1.1156e+00 -2.2455e-02 +2.8077e-01 -4.1483e-01 -1.2033e+00 +1.2659e+00 +1.3131e+00 -2.2010e-01 +2.8965e-01 +1.2982e+00 +3.9535e-01 +1.3716e+00 -3.1601e-01 -1.1468e+00 -1.4513e+00 -6.1385e-01 -2.6352e-01 +4.1113e-01 +1.2173e-01
60027 0 +2.288346565e-01 +7.191883466e+01 +7.191883466e+01 +1.2882e+00 -1.1148e+00 -2.3574e-02 +2.7994e-01 -4.1195e-01 -1.2127e+00 +1.2633e+00 +1.3061e+00 -2.2631e-01 +2.9265e-01 +1.2886e+00 +3.9237e-01 +1.3762e+00 -3.1842e-01 -1.1493e+00 -1.4519e+00 -6.1506e-01 -2.6609e-01 +4.0923e-01 +1.1369e-01
62548 0 +2.238520844e-01 +7.191385208e+01 +7.191385208e+01 +1.2885e+00 -1.1063e+00 -1.4351e-02 +2.7043e-01 -4.1502e-01 -1.2360e+00 +1.2441e+00 +1.2738e+00 -2.4325e-01 +3.0361e-01 +1.2823e+00 +3.9330e-01 +1.3874e+00 -3.1501e-01 -1.1596e+00 -1.4749e+00 -6.2026e-01 -2.8401e-01 +3.8875e-01 +1.0252e-01
107898 0 +2.146778202e-01 +7.190467782e+01 +7.190467782e+01 +3.8567e-02 -1.6900e+00 +5.1544e-01 +7.4504e-02 -3.7468e-01 +4.2128e-01 +5.3866e-01 -6.4679e-01 +4.9367e-01 -4.0800e-01 -1.9899e+00 -3.3605e-01 -1.0472e+00 -4.1610e-01 -2.6389e-01 +5.8673e-01 +1.0576e+00 -2.9196e-01 +9.1147e-01 -7.8210e-02
107955 0 +2.131479276e-01 +7.190314793e+01 +7.190314793e+01 +3.8302e-02 -1.6922e+00 +5.1600e-01 +7.4907e-02 -3.7336e-01 +4.2147e-01 +5.3970e-01 -6.4880e-01 +4.9283e-01 -4.0879e-01 -1.9888e+00 -3.3966e-01 -1.0480e+00 -4.1510e-01 -2.6311e-01 +5.8620e-01 +1.0571e+00 -2.9356e-01 +9.1089e-01 -7.8972e-02
108673 0 +2.059902647e-01 +7.189599026e+01 +7.189599026e+01 +3.5748e-02 -1.6880e+00 +5.0422e-01 +7.1796e-02 -3.8042e-01 +4.2039e-01 +5.3471e-01 -6.4342e-01 +4.9251e-01 -4.0604e-01 -1.9881e+00 -3.2508e-01 -1.0415e+00 -4.1236e-01 -2.7033e-01 +5.7975e-01 +1.0581e+00 -2.8453e-01 +9.1143e-01 -8.0740e-02
