% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.972800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.861691166e+01 -2.686630883e+02 -2.686630883e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
87 0 +1.940610242e+01 -2.778738976e+02 -2.778738976e+02 -3.4158e-01 +4.9786e-01 +1.0514e-01 -5.3033e-01 -1.4724e+00 -6.3952e+00 -1.3607e+00 -5.3546e-01 +3.2303e+00 -3.4673e+00
408 0 +1.288166609e+01 -2.843983339e+02 -2.843983339e+02 -8.2606e-01 -3.2551e-01 +1.1209e+00 +3.1738e+00 -3.8738e+00 +7.0614e-01 -9.0110e-01 +1.8849e+00 -6.7154e-01 -1.5425e+00
493 0 +1.170271874e+01 -2.855772813e+02 -2.855772813e+02 -8.9192e-01 -9.2491e-01 +1.4058e+00 +3.2406e+00 -4.1509e+00 +4.8686e-01 -8.1278e-01 +1.3696e+00 -5.3930e-01 -1.7053e+00
506 0 +1.099930569e+01 -2.862806943e+02 -2.862806943e+02 -1.2441e+00 -1.2241e+00 +1.5261e+00 +3.4934e+00 -4.2849e+00 +7.5088e-01 -8.0695e-01 +1.5467e+00 -8.3952e-01 -1.6428e+00
570 0 +9.636004989e+00 -2.876439950e+02 -2.876439950e+02 -1.1022e+00 -1.1493e+00 +1.3307e+00 +3.2317e+00 -4.2448e+00 +2.9648e-01 -8.8754e-01 +1.5007e+00 -7.4039e-01 -1.4228e+00
596 0 +8.588165787e+00 -2.886918342e+02 -2.886918342e+02 -1.0797e+00 -1.4991e+00 +1.3366e+00 +3.2909e+00 -3.9443e+00 +6.7823e-01 -7.4325e-01 +1.3156e+00 -9.0100e-01 -1.2897e+00
626 0 +6.969597120e+00 -2.903104029e+02 -2.903104029e+02 -1.0359e+00 -1.5597e+00 +1.3553e+00 +3.3832e+00 -4.1692e+00 +8.0224e-01 -7.7461e-01 +1.3948e+00 -6.9105e-01 -1.4665e+00
694 0 +5.942323320e+00 -2.913376767e+02 -2.913376767e+02 -8.5426e-01 -1.2880e+00 +1.2242e+00 +3.4226e+00 -4.2663e+00 +3.6891e-01 -8.5521e-01 +1.4419e+00 -6.3194e-01 -1.5481e+00
780 0 +5.439455005e+00 -2.918405450e+02 -2.918405450e+02 -9.0948e-01 -1.3378e+00 +1.2483e+00 +3.3897e+00 -4.2438e+00 +4.0247e-01 -7.4779e-01 +1.5517e+00 -7.0019e-01 -1.5304e+00
919 0 +5.268718512e+00 -2.920112815e+02 -2.920112815e+02 -9.1421e-01 -1.2069e+00 +1.2185e+00 +3.3523e+00 -4.2039e+00 +3.8904e-01 -8.1834e-01 +1.4286e+00 -6.2724e-01 -1.5080e+00
