% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.250500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.603215885e+01 -3.990178411e+02 -3.990178411e+02 +0.0000e+00 +0.0000e+00
2 0 +2.462614332e+01 -4.004238567e+02 -4.004238567e+02 -7.4743e-01 +1.0170e+00
3 0 +1.944782614e+01 -4.056021739e+02 -4.056021739e+02 +1.0535e-01 -6.5421e-01
6 0 +1.280953996e+01 -4.122404600e+02 -4.122404600e+02 +1.7873e+00 -3.8327e+00
10 0 +8.903453620e+00 -4.161465464e+02 -4.161465464e+02 +1.2951e-02 -1.6299e+00
14 0 +5.913631116e+00 -4.191363689e+02 -4.191363689e+02 -1.5771e+00 +1.1767e-01
15 0 +3.568276919e+00 -4.214817231e+02 -4.214817231e+02 -2.9267e+00 -2.6322e-01
18 0 +1.342502846e+00 -4.237074972e+02 -4.237074972e+02 -1.5065e+00 -2.0111e+00
38 0 +1.177950231e+00 -4.238720498e+02 -4.238720498e+02 -2.1234e+00 -2.5986e+00
45 0 +1.055441742e+00 -4.239945583e+02 -4.239945583e+02 -1.6946e+00 -2.4609e+00
46 0 +8.183368323e-01 -4.242316632e+02 -4.242316632e+02 -2.0324e+00 -2.9718e+00
50 0 +6.663190621e-01 -4.243836809e+02 -4.243836809e+02 -8.2839e-01 -3.9525e+00
51 0 +1.165828989e-01 -4.249334171e+02 -4.249334171e+02 -1.2503e+00 -3.2929e+00
82 0 +7.393231122e-02 -4.249760677e+02 -4.249760677e+02 -1.2227e+00 -3.5032e+00
85 0 +2.210371842e-02 -4.250278963e+02 -4.250278963e+02 -1.1074e+00 -3.3135e+00
88 0 +8.603446546e-03 -4.250413966e+02 -4.250413966e+02 -1.2662e+00 -3.4537e+00
140 0 +4.782045468e-03 -4.250452180e+02 -4.250452180e+02 -1.2927e+00 -3.4667e+00
162 0 +1.166883824e-03 -4.250488331e+02 -4.250488331e+02 -1.2476e+00 -3.4296e+00
168 0 +8.129819405e-04 -4.250491870e+02 -4.250491870e+02 -1.3442e+00 -3.4953e+00
220 0 +2.689104990e-04 -4.250497311e+02 -4.250497311e+02 -1.3164e+00 -3.4764e+00
232 0 +2.125809230e-04 -4.250497874e+02 -4.250497874e+02 -1.3078e+00 -3.4707e+00
270 0 +1.398769746e-05 -4.250499860e+02 -4.250499860e+02 -1.2655e+00 -3.4429e+00
313 0 +2.584063054e-06 -4.250499974e+02 -4.250499974e+02 -1.2692e+00 -3.4453e+00
358 0 +1.452214462e-06 -4.250499985e+02 -4.250499985e+02 -1.2715e+00 -3.4468e+00
389 0 +1.361824502e-06 -4.250499986e+02 -4.250499986e+02 -1.2726e+00 -3.4476e+00
396 0 +8.480842553e-07 -4.250499992e+02 -4.250499992e+02 -1.2693e+00 -3.4454e+00
397 0 +7.070144079e-07 -4.250499993e+02 -4.250499993e+02 -1.2714e+00 -3.4468e+00
404 0 +5.512860071e-07 -4.250499994e+02 -4.250499994e+02 -1.2703e+00 -3.4461e+00
406 0 +3.806961786e-07 -4.250499996e+02 -4.250499996e+02 -1.2692e+00 -3.4453e+00
415 0 +1.902030817e-07 -4.250499998e+02 -4.250499998e+02 -1.2702e+00 -3.4460e+00
419 0 +6.040039580e-08 -4.250499999e+02 -4.250499999e+02 -1.2702e+00 -3.4460e+00
425 0 +3.594465170e-08 -4.250500000e+02 -4.250500000e+02 -1.2699e+00 -3.4458e+00
460 0 +3.084238642e-08 -4.250500000e+02 -4.250500000e+02 -1.2694e+00 -3.4454e+00
464 0 +2.343779215e-08 -4.250500000e+02 -4.250500000e+02 -1.2692e+00 -3.4453e+00
492 0 +1.717558007e-08 -4.250500000e+02 -4.250500000e+02 -1.2688e+00 -3.4451e+00
502 0 +7.392486623e-09 -4.250500000e+02 -4.250500000e+02 -1.2686e+00 -3.4450e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.112300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.559368842e+01 -4.556363116e+02 -4.556363116e+02 +0.0000e+00 +0.0000e+00
3 0 +1.100188288e+01 -5.002281171e+02 -5.002281171e+02 -3.4018e+00 -3.9984e+00
7 0 +4.209394782e+00 -5.070206052e+02 -5.070206052e+02 -1.4175e+00 +2.8949e+00
8 0 +9.053655969e-01 -5.103246344e+02 -5.103246344e+02 -3.8638e+00 +1.4916e+00
33 0 +8.764907064e-01 -5.103535093e+02 -5.103535093e+02 -2.9529e+00 +1.0162e+00
45 0 +4.597334609e-01 -5.107702665e+02 -5.107702665e+02 -3.6181e+00 +9.1122e-01
52 0 +4.306942564e-01 -5.107993057e+02 -5.107993057e+02 -4.5875e+00 +3.9597e-01
54 0 +3.430860718e-01 -5.108869139e+02 -5.108869139e+02 -3.3891e+00 +6.8344e-01
55 0 +1.014656821e-01 -5.111285343e+02 -5.111285343e+02 -4.1964e+00 +5.4297e-01
59 0 +3.003638726e-02 -5.111999636e+02 -5.111999636e+02 -3.8017e+00 +4.5722e-01
89 0 +1.684734322e-02 -5.112131527e+02 -5.112131527e+02 -3.9297e+00 +5.2347e-01
115 0 +1.023648191e-02 -5.112197635e+02 -5.112197635e+02 -3.7370e+00 +4.5445e-01
128 0 +9.652598777e-03 -5.112203474e+02 -5.112203474e+02 -3.8538e+00 +5.0034e-01
146 0 +8.236901722e-03 -5.112217631e+02 -5.112217631e+02 -3.8783e+00 +5.1184e-01
158 0 +2.886127894e-03 -5.112271139e+02 -5.112271139e+02 -3.9086e+00 +5.3617e-01
162 0 +5.831889378e-04 -5.112294168e+02 -5.112294168e+02 -3.9267e+00 +5.3979e-01
211 0 +4.297599652e-04 -5.112295702e+02 -5.112295702e+02 -3.8607e+00 +5.1312e-01
221 0 +3.019713286e-04 -5.112296980e+02 -5.112296980e+02 -3.9364e+00 +5.4469e-01
226 0 +1.988607835e-05 -5.112299801e+02 -5.112299801e+02 -3.9205e+00 +5.3793e-01
235 0 +1.631152372e-06 -5.112299984e+02 -5.112299984e+02 -3.9119e+00 +5.3442e-01
324 0 +4.364077313e-07 -5.112299996e+02 -5.112299996e+02 -3.8979e+00 +5.2873e-01
364 0 +2.496096840e-07 -5.112299998e+02 -5.112299998e+02 -3.8996e+00 +5.2940e-01
390 0 +1.987985456e-07 -5.112299998e+02 -5.112299998e+02 -3.8987e+00 +5.2906e-01
392 0 +1.911371896e-07 -5.112299998e+02 -5.112299998e+02 -3.8997e+00 +5.2947e-01
400 0 +9.977571835e-08 -5.112299999e+02 -5.112299999e+02 -3.8998e+00 +5.2949e-01
404 0 +9.389458455e-08 -5.112299999e+02 -5.112299999e+02 -3.8999e+00 +5.2955e-01
425 0 +8.403554830e-08 -5.112299999e+02 -5.112299999e+02 -3.9000e+00 +5.2956e-01
445 0 +8.142052366e-08 -5.112299999e+02 -5.112299999e+02 -3.9001e+00 +5.2960e-01
447 0 +7.677851954e-08 -5.112299999e+02 -5.112299999e+02 -3.9001e+00 +5.2961e-01
453 0 +7.334966767e-08 -5.112299999e+02 -5.112299999e+02 -3.9002e+00 +5.2965e-01
455 0 +6.318100532e-08 -5.112299999e+02 -5.112299999e+02 -3.9003e+00 +5.2971e-01
461 0 +5.225274435e-08 -5.112299999e+02 -5.112299999e+02 -3.9007e+00 +5.2987e-01
467 0 +3.266035264e-08 -5.112300000e+02 -5.112300000e+02 -3.9011e+00 +5.3000e-01
492 0 +3.114058700e-08 -5.112300000e+02 -5.112300000e+02 -3.9011e+00 +5.3002e-01
494 0 +3.050735131e-08 -5.112300000e+02 -5.112300000e+02 -3.9011e+00 +5.3003e-01
498 0 +2.715296432e-08 -5.112300000e+02 -5.112300000e+02 -3.9018e+00 +5.3032e-01
500 0 +2.325083415e-08 -5.112300000e+02 -5.112300000e+02 -3.9017e+00 +5.3026e-01
504 0 +1.689187457e-08 -5.112300000e+02 -5.112300000e+02 -3.9016e+00 +5.3024e-01
519 0 +1.346063527e-08 -5.112300000e+02 -5.112300000e+02 -3.9018e+00 +5.3031e-01
527 0 +5.643357781e-09 -5.112300000e+02 -5.112300000e+02 -3.9024e+00 +5.3053e-01
