% f evaluations | g evaluations | best noise-free fitness - Fopt (-7.158000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.788979612e+03 +2.073179612e+03 +2.073179612e+03 +0.0000e+00 +0.0000e+00
2 0 +2.636462549e+02 -4.521537451e+02 -4.521537451e+02 -1.6503e+00 -1.7775e+00
3 0 +5.805324793e+01 -6.577467521e+02 -6.577467521e+02 -3.1864e+00 +4.2608e-01
35 0 +1.249644037e+01 -7.033035596e+02 -7.033035596e+02 -3.3662e+00 -3.2512e-01
36 0 +9.733562543e+00 -7.060664375e+02 -7.060664375e+02 -2.2247e+00 -1.0698e+00
46 0 +2.483502735e+00 -7.133164973e+02 -7.133164973e+02 -3.0413e+00 -5.1642e-01
54 0 +1.522997516e+00 -7.142770025e+02 -7.142770025e+02 -2.5805e+00 -7.6177e-01
58 0 +9.417330499e-01 -7.148582670e+02 -7.148582670e+02 -2.0302e+00 -5.5399e-01
63 0 +2.933812438e-01 -7.155066188e+02 -7.155066188e+02 -2.0101e+00 -6.2063e-01
97 0 +2.041086518e-01 -7.155958913e+02 -7.155958913e+02 -1.9187e+00 -5.2877e-01
106 0 +1.813899132e-01 -7.156186101e+02 -7.156186101e+02 -1.8971e+00 -4.9785e-01
124 0 +1.464695733e-01 -7.156535304e+02 -7.156535304e+02 -1.8527e+00 -4.4221e-01
133 0 +1.438275539e-01 -7.156561724e+02 -7.156561724e+02 -1.8119e+00 -3.7646e-01
134 0 +1.395210922e-01 -7.156604789e+02 -7.156604789e+02 -1.8194e+00 -3.8948e-01
142 0 +1.250802509e-01 -7.156749197e+02 -7.156749197e+02 -1.8248e+00 -4.1063e-01
144 0 +8.095544620e-02 -7.157190446e+02 -7.157190446e+02 -1.7481e+00 -3.1151e-01
148 0 +7.682004707e-02 -7.157231800e+02 -7.157231800e+02 -1.7215e+00 -2.5382e-01
152 0 +4.520884739e-02 -7.157547912e+02 -7.157547912e+02 -1.6833e+00 -2.0546e-01
168 0 +2.432663218e-02 -7.157756734e+02 -7.157756734e+02 -1.5868e+00 -5.6142e-02
173 0 +1.511205322e-02 -7.157848879e+02 -7.157848879e+02 -1.5460e+00 +1.8369e-02
185 0 +1.184926558e-02 -7.157881507e+02 -7.157881507e+02 -1.5747e+00 -2.7482e-02
199 0 +8.920995215e-03 -7.157910790e+02 -7.157910790e+02 -1.5635e+00 -5.8371e-03
202 0 +8.891486940e-03 -7.157911085e+02 -7.157911085e+02 -1.5632e+00 -1.3172e-03
208 0 +8.353546707e-03 -7.157916465e+02 -7.157916465e+02 -1.5520e+00 +2.1345e-02
211 0 +3.978071675e-03 -7.157960219e+02 -7.157960219e+02 -1.5214e+00 +7.0509e-02
224 0 +3.822461515e-03 -7.157961775e+02 -7.157961775e+02 -1.5202e+00 +7.2884e-02
226 0 +3.603595672e-03 -7.157963964e+02 -7.157963964e+02 -1.5275e+00 +6.0638e-02
238 0 +2.245692574e-03 -7.157977543e+02 -7.157977543e+02 -1.5182e+00 +7.9809e-02
246 0 +2.011184917e-03 -7.157979888e+02 -7.157979888e+02 -1.5149e+00 +8.5703e-02
257 0 +1.829355562e-03 -7.157981706e+02 -7.157981706e+02 -1.5012e+00 +1.0998e-01
258 0 +1.425488357e-03 -7.157985745e+02 -7.157985745e+02 -1.5071e+00 +1.0277e-01
262 0 +9.036988698e-04 -7.157990963e+02 -7.157990963e+02 -1.4998e+00 +1.1490e-01
274 0 +7.998230635e-04 -7.157992002e+02 -7.157992002e+02 -1.4976e+00 +1.1907e-01
275 0 +6.445416565e-04 -7.157993555e+02 -7.157993555e+02 -1.4940e+00 +1.2605e-01
277 0 +5.438507376e-04 -7.157994561e+02 -7.157994561e+02 -1.4939e+00 +1.2676e-01
281 0 +1.773793821e-04 -7.157998226e+02 -7.157998226e+02 -1.4842e+00 +1.4664e-01
286 0 +1.472726341e-04 -7.157998527e+02 -7.157998527e+02 -1.4808e+00 +1.5227e-01
287 0 +1.347320270e-04 -7.157998653e+02 -7.157998653e+02 -1.4799e+00 +1.5416e-01
290 0 +1.006052913e-04 -7.157998994e+02 -7.157998994e+02 -1.4676e+00 +1.7851e-01
298 0 +9.231686067e-05 -7.157999077e+02 -7.157999077e+02 -1.4807e+00 +1.5322e-01
301 0 +4.422632492e-05 -7.157999558e+02 -7.157999558e+02 -1.4688e+00 +1.7636e-01
302 0 +8.814807416e-06 -7.157999912e+02 -7.157999912e+02 -1.4722e+00 +1.7046e-01
317 0 +4.715714113e-07 -7.157999995e+02 -7.157999995e+02 -1.4714e+00 +1.7176e-01
353 0 +1.987558562e-07 -7.157999998e+02 -7.157999998e+02 -1.4715e+00 +1.7166e-01
357 0 +6.043137546e-09 -7.158000000e+02 -7.158000000e+02 -1.4712e+00 +1.7225e-01
