% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.292300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.500000000e+01 -1.742300000e+02 -1.742300000e+02 +0.0000e+00 +0.0000e+00
2 0 +5.329049883e+01 -1.759395012e+02 -1.759395012e+02 +1.3797e+00 -3.2981e-02
4 0 +5.048518798e+01 -1.787448120e+02 -1.787448120e+02 +4.7286e-01 -4.0420e-01
10 0 +3.328168005e+01 -1.959483200e+02 -1.959483200e+02 +1.2695e+00 -2.0449e+00
18 0 +3.033999385e+01 -1.988900061e+02 -1.988900061e+02 -2.4394e+00 -2.7099e+00
26 0 +2.887454958e+01 -2.003554504e+02 -2.003554504e+02 -1.6543e+00 -2.7780e+00
27 0 +1.466496080e+01 -2.145650392e+02 -2.145650392e+02 -7.2316e+00 -4.7567e+00
28 0 +9.853771120e+00 -2.193762289e+02 -2.193762289e+02 -4.8538e+00 -5.2237e+00
37 0 +7.444657900e+00 -2.217853421e+02 -2.217853421e+02 +9.9339e-02 -4.7456e+00
40 0 +5.577816179e+00 -2.236521838e+02 -2.236521838e+02 -5.7782e-01 -5.8005e+00
43 0 +2.179447328e+00 -2.270505527e+02 -2.270505527e+02 +2.8206e+00 -5.4485e+00
46 0 +1.456720050e+00 -2.277732800e+02 -2.277732800e+02 +3.5433e+00 -6.7773e+00
50 0 +0.000000000e+00 -2.292300000e+02 -2.292300000e+02 +7.7368e+00 -6.4549e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (8.712000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.500000000e+01 +1.421200000e+02 +1.421200000e+02 +0.0000e+00 +0.0000e+00
5 0 +4.785569784e+01 +1.349756978e+02 +1.349756978e+02 -2.9024e+00 +1.0047e+00
9 0 +3.923955633e+01 +1.263595563e+02 +1.263595563e+02 -4.6740e+00 +2.0434e+00
10 0 +1.231956805e+01 +9.943956805e+01 +9.943956805e+01 -7.3196e+00 +7.3103e+00
11 0 +1.196502253e+01 +9.908502253e+01 +9.908502253e+01 -3.5531e+00 +4.6588e+00
20 0 +1.077730360e+01 +9.789730360e+01 +9.789730360e+01 -5.7773e+00 +9.5453e+00
21 0 +8.424792143e+00 +9.554479214e+01 +9.554479214e+01 -3.4248e+00 +8.3796e+00
27 0 +8.280983139e+00 +9.540098314e+01 +9.540098314e+01 -3.2810e+00 +6.6512e+00
30 0 +2.648115991e+00 +8.976811599e+01 +8.976811599e+01 +2.3519e+00 +8.6132e+00
34 0 +0.000000000e+00 +8.712000000e+01 +8.712000000e+01 +1.5135e+01 +7.4938e+00
