% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.033747614e+04 +1.133747614e+04 +1.133747614e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 0 +2.429811770e+03 +3.429811770e+03 +3.429811770e+03 -2.3978e+00 +3.3292e-02 -1.9943e+00 -1.3861e+00 -2.1440e-01 -6.7001e-01 -8.8730e-01 -8.7121e-02 -1.3543e+00 -4.6422e-01
15 0 +4.434044336e+02 +1.443404434e+03 +1.443404434e+03 +1.7816e-01 -1.5974e+00 -2.1089e+00 +1.6407e-01 -5.0761e-01 -2.1491e-03 -3.7563e-01 +3.4726e-01 -6.6790e-01 -1.7034e+00
25 0 +1.920174239e+02 +1.192017424e+03 +1.192017424e+03 -9.2998e-01 -2.0662e+00 -3.4185e-01 -8.2416e-01 -7.0573e-01 -2.3046e-01 -2.5637e+00 +2.0143e+00 -4.2227e-01 -1.4525e+00
64 0 +9.188664329e+01 +1.091886643e+03 +1.091886643e+03 +5.0441e-01 +1.9856e+00 +1.7946e+00 -7.3352e-01 -9.4717e-01 +8.2421e-01 -1.9575e+00 +1.4427e+00 -1.7266e+00 -1.3725e+00
103 0 +8.769466970e+01 +1.087694670e+03 +1.087694670e+03 +1.5210e+00 -1.1956e+00 +9.0787e-01 +4.4664e-01 -9.3817e-01 +2.3685e+00 -1.4490e+00 +2.1492e+00 -2.0432e+00 -1.5215e+00
119 0 +3.659509435e+01 +1.036595094e+03 +1.036595094e+03 +2.1239e-01 +5.9232e-03 +1.1547e+00 -7.7495e-02 -7.7362e-01 +1.7751e+00 -1.9221e+00 +1.6512e+00 -1.3222e+00 -1.3728e+00
122 0 +4.047500736e+00 +1.004047501e+03 +1.004047501e+03 +9.4082e-01 +3.1915e-01 +8.3200e-01 -5.0346e-01 -2.4518e+00 +1.2143e+00 -1.5498e+00 +1.5918e+00 -2.2598e+00 -1.1145e+00
138 0 +3.928042810e+00 +1.003928043e+03 +1.003928043e+03 +1.7720e-01 +1.0278e+00 -8.8192e-02 -9.6880e-01 -1.8158e+00 +1.0517e+00 -2.2580e+00 +1.5517e+00 -1.5298e+00 -1.1874e+00
158 0 +3.871300234e+00 +1.003871300e+03 +1.003871300e+03 +1.5224e+00 +1.3762e+00 -1.8992e+00 -1.3433e+00 -2.4323e+00 -2.3343e-01 -2.5702e+00 +1.4747e+00 -2.2809e+00 -1.8809e+00
172 0 +3.170020279e+00 +1.003170020e+03 +1.003170020e+03 +1.6564e+00 -1.9681e-01 +9.9079e-03 -8.1988e-01 -2.3675e+00 -2.7124e-01 -1.7429e+00 +1.3845e+00 -1.9778e+00 -1.8074e+00
320 0 +3.107340282e+00 +1.003107340e+03 +1.003107340e+03 +1.6081e+00 +2.0709e+00 -3.5004e-01 -6.3120e-01 -1.1236e+00 +1.3603e+00 -2.2755e+00 +1.1240e+00 -1.5122e+00 -1.3605e+00
454 0 +2.937449095e+00 +1.002937449e+03 +1.002937449e+03 +1.4435e+00 +1.5166e+00 +4.7308e-01 -3.3664e-01 -1.8448e+00 +1.1106e+00 -6.4082e-01 +1.2608e+00 -1.7635e+00 -1.0025e+00
519 0 +2.827601132e+00 +1.002827601e+03 +1.002827601e+03 +1.5704e+00 +1.4322e+00 +5.3862e-01 -2.7235e-01 -1.4749e+00 +1.0858e+00 -8.3446e-01 +1.2918e+00 -1.6891e+00 -1.0920e+00
587 0 +2.667765685e+00 +1.002667766e+03 +1.002667766e+03 +1.6877e+00 +1.5000e+00 +5.5079e-01 -3.1488e-01 -1.5409e+00 +1.0255e+00 -5.9940e-01 +1.0421e+00 -1.7215e+00 -1.0317e+00
618 0 +2.574321614e+00 +1.002574322e+03 +1.002574322e+03 +1.4174e+00 +1.3971e+00 +5.7410e-01 -2.6690e-01 -1.6034e+00 +9.9065e-01 -7.0419e-01 +9.7014e-01 -1.8157e+00 -1.0258e+00
682 0 +2.242600650e+00 +1.002242601e+03 +1.002242601e+03 +1.4490e+00 +1.3913e+00 +5.2060e-01 -2.0996e-01 -1.8523e+00 +1.1538e+00 -6.5505e-01 +1.0543e+00 -1.9842e+00 -9.7529e-01
