% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.509000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.656430743e+02 +2.505530743e+02 +2.505530743e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
37 0 +2.153589607e+02 +2.002689607e+02 +2.002689607e+02 +1.1039e+00 -1.2768e+00 -1.2869e+00 -4.4362e+00 +1.5622e+00 -3.7373e+00 -8.1281e-02 -3.7203e-01 -8.4477e-02 -1.6289e+00
44 0 +1.375282043e+02 +1.224382043e+02 +1.224382043e+02 -2.0031e+00 -8.0901e-01 -1.2889e+00 -1.4605e+00 +1.1206e+00 -1.4899e+00 -7.3302e-01 -1.7398e-01 +1.0372e-01 -1.7460e+00
58 0 +1.287749947e+02 +1.136849947e+02 +1.136849947e+02 -1.6269e+00 -1.3845e+00 -1.9716e+00 -1.4510e+00 +2.3081e+00 -3.5026e+00 +1.2492e+00 +8.0399e-01 -4.9386e-01 -6.9270e-01
176 0 +1.053616316e+02 +9.027163155e+01 +9.027163155e+01 -2.6537e+00 -1.8553e+00 -2.7451e+00 -5.0424e+00 +1.5587e+00 -2.9842e+00 +1.0300e+00 +1.9545e+00 -6.8532e-01 -1.3343e+00
209 0 +9.721159297e+01 +8.212159297e+01 +8.212159297e+01 -1.3197e+00 -1.0362e+00 -2.4258e+00 -3.2726e+00 +2.8512e+00 -4.1034e+00 +1.1737e+00 +1.2723e+00 -7.1506e-01 -1.4501e+00
246 0 +9.423201664e+01 +7.914201664e+01 +7.914201664e+01 -2.0657e+00 +2.9029e-01 -2.9639e+00 -1.8776e+00 +2.6148e+00 -2.9135e+00 +5.9301e-01 +1.2854e+00 +8.7233e-02 -1.4319e+00
276 0 +7.443064659e+01 +5.934064659e+01 +5.934064659e+01 -1.5288e+00 +6.5819e-01 -3.0982e+00 -2.1285e+00 +2.8101e+00 -4.4970e+00 +4.8409e-01 +7.8004e-01 +1.3113e-01 -1.8162e+00
541 0 +6.665102362e+01 +5.156102362e+01 +5.156102362e+01 -7.2574e-01 -1.9241e+00 -1.2330e+00 -2.2354e+00 +1.7240e+00 -4.1227e+00 +7.3557e-01 +1.6080e+00 -6.2975e-01 -1.7935e+00
910 0 +5.676566558e+01 +4.167566558e+01 +4.167566558e+01 -1.4773e+00 -1.8037e+00 -1.3355e+00 -1.9819e+00 +9.7736e-01 -4.0510e+00 +6.8391e-02 +2.0844e+00 -2.3118e-01 -1.7634e+00
972 0 +5.394081213e+01 +3.885081213e+01 +3.885081213e+01 -1.3968e+00 -1.8299e+00 -1.2555e+00 -2.1612e+00 +9.5905e-01 -4.0271e+00 +1.3591e-01 +2.0896e+00 -2.3907e-01 -1.7801e+00
978 0 +5.063502886e+01 +3.554502886e+01 +3.554502886e+01 -1.5271e+00 -1.8063e+00 -1.3463e+00 -1.9869e+00 +9.2714e-01 -4.0450e+00 +1.4390e-01 +2.1284e+00 -1.8867e-01 -1.7535e+00
985 0 +4.983177135e+01 +3.474177135e+01 +3.474177135e+01 -1.3695e+00 -1.7837e+00 -1.2459e+00 -2.0703e+00 +9.4157e-01 -4.0611e+00 +1.1467e-01 +2.1512e+00 -2.3715e-01 -1.7363e+00
993 0 +4.536886879e+01 +3.027886879e+01 +3.027886879e+01 -1.5267e+00 -1.7175e+00 -1.2848e+00 -2.0246e+00 +8.7254e-01 -4.0641e+00 +1.0707e-01 +2.1173e+00 -2.2446e-01 -1.7341e+00
1068 0 +4.390783401e+01 +2.881783401e+01 +2.881783401e+01 -1.5735e+00 -1.7376e+00 -1.2817e+00 -2.0864e+00 +8.6333e-01 -4.0526e+00 +1.2558e-01 +2.1208e+00 -2.2013e-01 -1.7769e+00
1133 0 +4.361905524e+01 +2.852905524e+01 +2.852905524e+01 -1.5895e+00 -1.7625e+00 -1.2967e+00 -2.1393e+00 +9.0043e-01 -4.0109e+00 +1.1899e-01 +2.1236e+00 -2.1011e-01 -1.7504e+00
1161 0 +4.252982116e+01 +2.743982116e+01 +2.743982116e+01 -1.5952e+00 -1.7745e+00 -1.2561e+00 -2.1182e+00 +8.5246e-01 -4.0669e+00 +1.1604e-01 +2.1349e+00 -2.2540e-01 -1.7456e+00
4583 0 +3.911330031e+01 +2.402330031e+01 +2.402330031e+01 -1.3962e+00 -1.7055e+00 -6.3998e-01 -4.1041e+00 +2.7172e+00 -3.4275e+00 +4.7272e-01 +1.3665e+00 -2.5146e-01 -1.0818e+00
4722 0 +3.845657673e+01 +2.336657673e+01 +2.336657673e+01 -1.5240e+00 -1.1156e+00 -7.2169e-01 -4.1281e+00 +2.7273e+00 -3.3312e+00 +5.6903e-01 +1.2036e+00 -1.9654e-01 -1.0824e+00
